,name,rating,review,ctype,hq,old,employees
228,DHFL,4.5,(1.3k Reviews),Public,"Mumbai,Maharashtra + 185 more",38 years old,1k-5k employees (India)
229,Vishal Mega Mart,3.9,(1.3k Reviews),Private,"Ahmedabad,Gujrat + 196 more",14 years old,5k-10k employees (India)
230,Dilip Buildcon,4.0,(1.3k Reviews),Public,"Bhopal,Madhya Pradesh + 118 more",35 years old,10k-50k employees (India)
231,Pfizer,4.2,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 85 more",18 years old,1k-5k employees (India)
232,RSPL Group,4.0,(1.3k Reviews),Private,"Mumbai,Maharashtra + 112 more",35 years old,1k-5k employees (India)
233,Maersk,4.2,(1.3k Reviews),Private,Copenhagen + 15 more,118 years old,5k-10k employees (India)
234,Life Insurance Cor...,4.3,(1.3k Reviews),Private,Mumbai + 294 more,66 years old,1 Lakh+ employees (India)
235,Lifestyle,4.3,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 76 more",8 years old,10k-50k employees (India)
236,MRF Tyres,3.7,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 141 more",76 years old,1k-5k employees (India)
237,Max Healthcare,4.2,(1.3k Reviews),Partnership,"Delhi/NCR,New Delhi + 46 more",21 years old,1k-5k employees (India)
238,Virtusa Consulting...,3.6,(1.3k Reviews),Private,"Southborough,Massachusetts + 18 more",26 years old,5k-10k employees (India)
239,G4S,4.1,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 87 more",26 years old,1 Lakh+ employees (India)
240,NIIT Technologies,3.4,(1.3k Reviews),Public,"Noida,Uttar Pradesh + 74 more",18 years old,5k-10k employees (India)
241,Ceat Tyres,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 76 more",64 years old,5k-10k employees (India)
242,PNB MetLife,3.6,(1.3k Reviews),Private,"Mumbai,Maharashtra + 195 more",21 years old,5k-10k employees (India)
243,Conduent,3.6,(1.2k Reviews),Private,"Florham Park,New Jersey + 16 more",5 years old,5k-10k employees (India)
244,Kotak Mahindara Li...,3.9,(1.2k Reviews),"Mumbai,Maharashtra + 142 more",21 years old,5k-10k employees (India),
245,Delhi Public Schoo...,3.9,(1.2k Reviews),Public,"Greater Noida,Uttar Pradesh + 186 more",24 years old,1k-5k employees (India)
246,RBL Bank,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 152 more",79 years old,1k-5k employees (India)
247,BHEL,4.2,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 74 more",58 years old,10k-50k employees (India)
248,Tata AIA Life Insu...,3.9,(1.2k Reviews),Private,"Mumbai,Maharashtra + 161 more",21 years old,5k-10k employees (India)
249,Nestle,4.1,(1.2k Reviews),Public,Vevey + 152 more,63 years old,5k-10k employees (India)
250,café Coffee day,4.1,(1.2k Reviews),Private,"Bengaluru,Karnataka + 75 more",26 years old,1k-5k employees (India)
251,Escorts Group,4.2,(1.2k Reviews),Public,"Faridabad,Haryana + 79 more",62 years old,5k-10k employees (India)
252,Blue Dart Express,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 155 more",39 years old,10k-50k employees (India)
253,MAGMA Fincorp,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 224 more",34 years old,5k-10k employees (India)
254,Itc Infotech India,3.4,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",22 years old,5k-10k employees (India)
255,Voltas,4.2,(1.2k Reviews),Public,"Mumbai,Maharashtra + 116 more",68 years old,5k-10k employees (India)
256,I Process Services,4.0,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 171 more",17 years old,5k-10k employees (Global)
257,Biocon Biologics I...,4.0,(1.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 51 more",44 years old,10k-50k employees (India)
258,Bhushan Power & St...,3.9,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 42 more",52 years old,501-1k employees (India)
259,GeBBS Healthcare S...,3.8,(1.2k Reviews),Private,"Culver City,California + 8 more",17 years old,1k-5k employees (India)
260,PVR Cinemas,4.4,(1.2k Reviews),Public,Gurgaon + 81 more,25 years old,1k-5k employees (India)
261,PolicyBazaar,3.7,(1.1k Reviews),Private,Gurgaon + 16 more,14 years old,5k-10k employees (India)
262,Aakash Institute,3.5,(1.1k Reviews),Private,"New Delhi,Delhi + 119 more",34 years old,1k-5k employees (India)
263,Bank of America,4.3,(1.1k Reviews),Private,Charlotte + 26 more,24 years old,10k-50k employees (India)
264,Suzuki,4.1,(1.1k Reviews),Private,"Vadodara/Baroda,Gujarat + 113 more",8 years old,1k-5k employees (India)
265,Raymond,4.0,(1.1k Reviews),Public,"Thane,Maharashtra + 92 more",97 years old,1k-5k employees (India)
266,HDFC Ergo General ...,3.9,(1.1k Reviews),Public,"Mumbai,Maharashtra + 127 more",20 years old,1k-5k employees (India)
267,Mankind Pharma,4.1,(1.1k Reviews),Private,"New Delhi,Delhi + 126 more",27 years old,5k-10k employees (India)
268,JK Cement,4.2,(1.1k Reviews),Public,Iselin + 158 more,48 years old,1k-5k employees (India)
269,Big Bazaar,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 143 more",21 years old,10k-50k employees (India)
270,L&T Technology Ser...,3.3,(1.1k Reviews),"Vadodara/Baroda,Gujarat + 18 more",10 years old,10k-50k employees (India),
271,Reliance Digital,4.3,(1.1k Reviews),Private,"Mumbai,Maharashtra + 180 more",15 years old,1k-5k employees (India)
272,JMC Projects,4.3,(1.1k Reviews),Public,"Mumbai,Maharashtra + 78 more",40 years old,1k-5k employees (India)
273,Sterling & Wilson,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 60 more",95 years old,1k-5k employees (India)
274,Birla Sun Life Ins...,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 238 more",22 years old,10k-50k employees (India),
275,AFCONS Infrastruct...,4.4,(1.1k Reviews),Partnership,"Mumbai,Maharashtra + 58 more",63 years old,5k-10k employees (India)
276,Indian Navy,4.6,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 51 more",72 years old,50k-1 Lakh employees (India)
277,Aditya Birla Group,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 153 more",165 years old,1 Lakh+ employees (India),
278,Emcure Pharmaceuti...,4.0,(1.1k Reviews),Private,Pune + 72 more,41 years old,5k-10k employees (India)
279,Renault-Nissan,4.1,(1.1k Reviews),"Chennai,Tamil Nadu + 53 more",12 years old,5k-10k employees (India),
280,Exide Life Insuran...,3.6,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 175 more",21 years old,1k-5k employees (India)
281,Micro Labs,3.7,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 86 more",49 years old,5k-10k employees (India)
282,Tata AIG General I...,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 155 more",22 years old,5k-10k employees (India)
283,The Himalaya Drug ...,4.2,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 123 more",92 years old,5k-10k employees (India)
284,Berger Paints,3.8,(1.1k Reviews),Public,"Kolkata,West Bengal + 147 more",99 years old,1k-5k employees (India)
285,Ajanta Pharma,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 78 more",49 years old,1k-5k employees (India)
286,R.R. Donnelley,4.1,(1.1k Reviews),Private,"Chicago,Illinois + 7 more",158 years old,1-10 employees (India)
287,Exide Industries,3.8,(1.1k Reviews),Public,"Kolkata,West Bengal + 141 more",75 years old,1k-5k employees (India)
288,Cholamandalam MS G...,3.9,(1.1k Reviews),JV,"Chennai,Tamil Nadu + 235 more",21 years old,10k-50k employees (India)
289,TVS Sundram Fasten...,3.9,(1.1k Reviews),Public,"Chennai,Tamil Nadu + 32 more",56 years old,5k-10k employees (India)
290,Yamaha Motor,3.9,(1.1k Reviews),Private,"Iwata,Shizuoka + 88 more",15 years old,1k-5k employees (India)
291,Blue Star,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 92 more",79 years old,1k-5k employees (India)
292,Utkarsh Small Fina...,3.9,(1.1k Reviews),Public,"Varanasi/Benaras,Uttar Pradesh + 162 more",13 years old,1k-5k employees (India)
293,Ekart Logistics,4.2,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 280 more",13 years old,5k-10k employees (India)
294,Sonalika Tractors,4.0,(1.1k Reviews),Private,"Hoshiarpur,Punjab + 104 more",53 years old,1k-5k employees (India)
295,Indiabulls,3.8,(1.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 131 more",22 years old,10k-50k employees (India)
296,Cogent E Services,3.2,(1.1k Reviews),Private,"Noida,Uttar Pradesh + 20 more",18 years old,10k-50k employees (India)
297,Hyatt Regency,4.3,(1.1k Reviews),Private,"New Delhi,Delhi + 36 more",42 years old,1k-5k employees (India)
298,Mahindra Holidays ...,3.7,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 79 more",26 years old,1k-5k employees (India)
299,ACT Fibernet,4.0,(1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",22 years old,5k-10k employees (India)
300,Karvy Data Managem...,3.5,(1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 81 more",14 years old,1k-5k employees (India)
301,Shahi Exports,4.1,(1k Reviews),Private,"Faridabad,Haryana + 44 more",48 years old,50k-1 Lakh employees (India)
302,Wockhardt,4.1,(1k Reviews),Public,"Mumbai,Maharashtra + 66 more",23 years old,5k-10k employees (India)
303,Fiserv,3.8,(1k Reviews),Private,"Mumbai,Maharashtra + 24 more",51 years old,501-1k employees (India)
304,Thomson Reuters,4.3,(1k Reviews),Private,Toronto + 15 more,28 years old,10k-50k employees (India)
305,Aircel,4.4,(1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 108 more",23 years old,5k-10k employees (India)
306,Force Motors,3.5,(1k Reviews),Public,"Pune,Maharashtra + 63 more",64 years old,1k-5k employees (India)
307,Brakes India,4.2,(1k Reviews),"Chennai,Tamil Nadu + 50 more",60 years old,1k-5k employees (India),
308,Sapient Corporatio...,3.8,(1k Reviews),Private,"New York,New York + 12 more",32 years old,5k-10k employees (India)
309,IndiGo,3.8,(1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 57 more",17 years old,10k-50k employees (India)
310,Jet Airways,4.6,(1k Reviews),Public,"Mumbai,Maharashtra + 47 more",29 years old,10k-50k employees (India)
311,Adani Power,4.2,(1k Reviews),Public,"Ahmedabad,Gujrat + 76 more",16 years old,1k-5k employees (India)
312,GE,4.3,(1k Reviews),Private,"Boston,Massachusetts + 49 more",130 years old,10k-50k employees (India)
313,InterGlobe Technol...,3.6,(1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 27 more",24 years old,1k-5k employees (India)
314,HDFC Sales,4.0,(1k Reviews),Private,"Mumbai,Maharashtra + 188 more",18 years old,5k-10k employees (India)
315,Britannia,4.1,(1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 130 more",130 years old,1k-5k employees (India)
316,Mahindra Rural Hou...,4.1,(1k Reviews),Public,"Mumbai,Maharashtra + 240 more",15 years old,5k-10k employees (India)
317,Access Healthcare,3.9,(1k Reviews),Private,"Dallas,Texas + 11 more",11 years old,1k-5k employees (India)
318,GVK Emergency Mana...,3.8,(1k Reviews),"Hyderabad/Secunderabad,Telangana + 91 more",17 years old,10k-50k employees (India),
319,ADP Solutions,4.2,(999 Reviews),Public,"Roseland,New Jersey + 9 more",73 years old,1k-5k employees (India)
320,Ambuja Cements,4.0,(998 Reviews),Public,"Mumbai,Maharashtra + 139 more",39 years old,5k-10k employees (India)
321,Sobha,4.0,(996 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",27 years old,1k-5k employees (India)
322,United Phosphorus,4.3,(995 Reviews),Public,"Mumbai,Maharashtra + 92 more",53 years old,1k-5k employees (India)
323,Zensar Technologie...,3.6,(992 Reviews),Public,"Pune,Maharashtra + 13 more",31 years old,10k-50k employees (Global)
324,3i Infotech,3.7,(990 Reviews),Public,"Mumbai,Maharashtra + 74 more",29 years old,5k-10k employees (India)
325,Walmart,4.2,(989 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 64 more",13 years old,5k-10k employees (India)
326,Oberoi Group of Ho...,4.4,(985 Reviews),Private,"Delhi/NCR,Delhi + 27 more",88 years old,1k-5k employees (India)
327,Tata Motors Financ...,4.3,(983 Reviews),Private,"Mumbai,Maharashtra + 186 more",65 years old,1k-5k employees (India)
328,Dalmia Bharat Ceme...,4.1,(977 Reviews),Public,"Delhi/NCR,New Delhi + 116 more",87 years old,1k-5k employees (India)
329,Amara Raja Group,4.2,(976 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 68 more",37 years old,10k-50k employees (India)
330,Piramal Group,4.0,(971 Reviews),Private,Mumbai + 89 more,42 years old,1k-5k employees (India)
331,Shree Cement,4.3,(964 Reviews),Public,"Kolkata,West Bengal + 123 more",43 years old,5k-10k employees (India)
332,Videocon d2h,3.9,(964 Reviews),Public,Mumbai + 129 more,13 years old,501-1k employees (India)
333,JK Tyres,3.9,(961 Reviews),Private,New Delhi + 95 more,71 years old,1k-5k employees (India)
334,Taj Hotels Resorts...,4.3,(960 Reviews),"Mumbai,Maharashtra + 60 more",119 years old,10k-50k employees (India),
335,Whirlpool,4.1,(950 Reviews),Public,"Gurgaon/Gurugram,Haryana + 100 more",20 years old,1k-5k employees (India)
336,Gabriel India,4.3,(948 Reviews),Public,"Pune,Maharashtra + 29 more",61 years old,1k-5k employees (India)
337,Tata Technologies,3.3,(946 Reviews),Private,Singapore + 29 more,33 years old,5k-10k employees (India)
338,Indus Towers,4.1,(944 Reviews),Private,Gurgaon + 84 more,15 years old,1k-5k employees (India)
339,Parle Agro,4.2,(941 Reviews),Private,"Mumbai,Maharashtra + 117 more",38 years old,1k-5k employees (India)
340,Delphi TVS,4.1,(938 Reviews),Private,"Kanchipuram,Tamil Nadu + 19 more",33 years old,1k-5k employees (India)
341,Lucas-TVS,4.0,(937 Reviews),Private,"Chennai,Tamil Nadu + 40 more",61 years old,1k-5k employees (India)
342,GSK Pharmaceutical...,4.3,(937 Reviews),Middlesex + 118 more,192 years old,1k-5k employees (India),
343,Lenskart,3.0,(936 Reviews),Private,Delhi + 81 more,12 years old,5k-10k employees (Global)
344,Sigma Electric Man...,4.0,(936 Reviews),Private,"Garner,North Carolina + 14 more",40 years old,1k-5k employees (India)
345,Karvy Fintech,3.7,(936 Reviews),"Hyderabad/Secunderabad,Telangana + 68 more",44 years old,201-500 employees (India),
346,Aon,3.9,(932 Reviews),Private,London + 15 more,82 years old,10k-50k employees (India)
347,AGS Health,4.0,(931 Reviews),Private,"Washington,D.C. + 17 more",11 years old,1k-5k employees (India)
348,Power Mech Project...,3.9,(930 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 80 more",15 years old,1k-5k employees (India)
349,Aarti Industries,4.2,(928 Reviews),Public,"Mumbai,Maharashtra + 27 more",47 years old,1k-5k employees (India)
350,V-mart,4.3,(927 Reviews),Public,"Gurgaon/Gurugram,Haryana + 157 more",20 years old,5k-10k employees (India)
351,Crompton Greaves,4.0,(926 Reviews),Public,"Mumbai,Maharashtra + 74 more",85 years old,1k-5k employees (India)
352,Shriram City,4.2,(923 Reviews),Public,"Chennai,Tamil Nadu + 287 more",36 years old,10k-50k employees (India)
353,DS Group,4.1,(916 Reviews),Private,"Noida,Uttar Pradesh + 93 more",93 years old,1k-5k employees (India)
354,Endurance Technolo...,3.7,(909 Reviews),Public,"Aurangabad,Maharashtra + 25 more",37 years old,1k-5k employees (Global)
355,ICICI Securities,3.6,(909 Reviews),Public,"Mumbai,Maharashtra + 89 more",27 years old,5k-10k employees (India)
356,IDBI Bank,3.9,(908 Reviews),Public,"Mumbai,Maharashtra + 214 more",58 years old,10k-50k employees (India)
357,R1 RCM,3.8,(907 Reviews),Private,"Chicago,Illinois + 10 more",19 years old,1k-5k employees (India)
358,Bharti AXA Life In...,3.9,(907 Reviews),Private,Mumbai + 169 more,16 years old,5k-10k employees (India)
359,TVS Credit Service...,4.2,(906 Reviews),Public,"Chennai,Tamil Nadu + 174 more",14 years old,10k-50k employees (India)
360,AXA Business Servi...,3.8,(905 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",27 years old,1k-5k employees (Global)
361,CARS24.com,3.8,(903 Reviews),Private,Gurgaon + 90 more,7 years old,1k-5k employees (India)
362,Hindustan Aeronaut...,4.4,(899 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 31 more",82 years old,10k-50k employees (India)
363,Cadila Pharmaceuti...,3.9,(898 Reviews),Public,"Ahmedabad,Gujrat + 88 more",71 years old,5k-10k employees (India)
364,Bharat Petroleum,4.2,(898 Reviews),Private,"Mumbai,Maharashtra + 154 more",70 years old,50k-1 Lakh employees (India)
365,CMS Infosystems,3.8,(897 Reviews),Private,"Mumbai,Maharashtra + 116 more",14 years old,5k-10k employees (India)
366,Statestreet HCL Se...,3.4,(890 Reviews),Private,New Delhi + 9 more,10 years old,5k-10k employees (Global)
367,Persistent Systems,4.1,(887 Reviews),Public,"Pune,Maharashtra + 5 more",32 years old,10k-50k employees (India)
368,Datamatics Global ...,3.6,(882 Reviews),Public,Mumbai + 17 more,47 years old,1k-5k employees (India)
369,Narayana Health,4.3,(880 Reviews),"Bangalore/Bengaluru,Karnataka + 45 more",22 years old,10k-50k employees (India),
370,Tata Capital Finan...,4.2,(878 Reviews),Public,Mumbai + 101 more,15 years old,1k-5k employees (India)
371,Metro,4.2,(875 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 48 more",58 years old,1k-5k employees (India)
372,Kansai Nerolac Pai...,3.8,(872 Reviews),Public,"Mumbai,Maharashtra + 108 more",102 years old,1k-5k employees (India)
373,Kalpataru Power Tr...,4.1,(872 Reviews),Public,"Mumbai,Maharashtra + 116 more",41 years old,1k-5k employees (India)
374,Sopra Steria,4.1,(872 Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,1k-5k employees (India)
375,Reliance Trends,4.3,(871 Reviews),Private,"Navi Mumbai,Maharashtra + 197 more",16 years old,1 Lakh+ employees (India)
376,Johnson Controls,3.7,(870 Reviews),Public,Cork + 47 more,27 years old,5k-10k employees (India)
377,MetLife,4.3,(870 Reviews),Private,New York + 37 more,14 years old,5k-10k employees (India)
378,Parle Products,4.0,(868 Reviews),Private,Mumbai + 113 more,93 years old,1k-5k employees (India)
379,Future Generali In...,3.9,(868 Reviews),Private,Mumbai + 121 more,15 years old,1k-5k employees (India)
380,SRF,4.3,(866 Reviews),Public,"Gurgaon/Gurugram,Haryana + 33 more",52 years old,1k-5k employees (India)
381,BT Group,4.1,(866 Reviews),Private,London + 12 more,176 years old,5k-10k employees (India)
382,Saint-Gobain,4.1,(865 Reviews),Private,Paris + 54 more,357 years old,10k-50k employees (India)
383,Lodha group,4.3,(862 Reviews),Private,"Mumbai,Maharashtra + 15 more",42 years old,1k-5k employees (India)
384,Myntra,4.1,(860 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 71 more",15 years old,1k-5k employees (India)
385,Hindustan Construc...,4.1,(859 Reviews),Public,"Mumbai,Maharashtra + 51 more",96 years old,1k-5k employees (India)
386,JCB,4.1,(857 Reviews),Private,"Rocester,Staffordshire + 62 more",77 years old,1k-5k employees (India)
387,Quest Global,3.4,(854 Reviews),Private,Singapore + 21 more,25 years old,10k-50k employees (India)
388,Coromandel Interna...,4.2,(853 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 111 more",61 years old,10k-50k employees (India)
389,WABCO,4.0,(851 Reviews),Public,Berne + 27 more,53 years old,1k-5k employees (India)
390,ITC Hotels,4.1,(848 Reviews),Public,"Kolkata,West Bengal + 59 more",47 years old,5k-10k employees (India)
391,Dainik Bhaskar Gro...,4.0,(846 Reviews),Public,"Bhopal,Madhya Pradesh + 102 more",64 years old,5k-10k employees (India)
392,Uflex,3.8,(845 Reviews),Public,"Noida,Uttar Pradesh + 30 more",39 years old,5k-10k employees (Global)
393,Punj Lloyd,4.2,(845 Reviews),Public,"Gurgaon/Gurugram,Haryana + 66 more",40 years old,1k-5k employees (India)
